"Family","DPF","Treatment","Score","Plate","Well","Larva"
"1","8","Control","Swimming",5,"B4","1-5-B4"
"1","8","Conspecific","Juvenile",5,"B5","1-5-B5"
"1","8","Nat Biof","Part Meta",5,"B6","1-5-B6"
"1","8","Conspecific","Juvenile",5,"C1","1-5-C1"
"1","8","Lab Biof","Stuck",5,"C2","1-5-C2"
"1","8","Conspecific","Juvenile",5,"C3","1-5-C3"
"1","8","Conspecific","Juvenile",5,"C4","1-5-C4"
"1","8","Lab Biof","Juvenile",5,"C5","1-5-C5"
"1","8","Control","Swimming",5,"C6","1-5-C6"
"1","8","Conspecific","Juvenile",5,"D1","1-5-D1"
"1","8","Lab Biof","Swimming",5,"D2","1-5-D2"
"1","8","Conspecific","Juvenile",5,"D3","1-5-D3"
"1","8","Nat Biof","Swimming",5,"D4","1-5-D4"
"1","8","Lab Biof","Swimming",5,"D5","1-5-D5"
"1","8","Control","Swimming",5,"D6","1-5-D6"
"1","9","Control","Stuck",1,"A1","1-1-A1"
"1","9","Control","Swimming",1,"A2","1-1-A2"
"1","9","Nat Biof","Part Meta",1,"A3","1-1-A3"
"1","9","Lab Biof","Swimming",1,"A4","1-1-A4"
"1","9","Nat Biof","Juvenile",1,"A5","1-1-A5"
"1","9","Lab Biof","Swimming",1,"A6","1-1-A6"
"1","9","Control","Swimming",1,"B1","1-1-B1"
"1","9","Conspecific","Juvenile",1,"B2","1-1-B2"
"1","9","Nat Biof","Juvenile",1,"B3","1-1-B3"
"1","9","Conspecific","Juvenile",1,"B4","1-1-B4"
"1","9","Nat Biof","Juvenile",1,"B5","1-1-B5"
"1","9","Control","Swimming",1,"B6","1-1-B6"
"1","9","Conspecific","Juvenile",1,"C1","1-1-C1"
"1","9","Lab Biof","Part Meta",1,"C2","1-1-C2"
"1","9","Lab Biof","Stuck",1,"C3","1-1-C3"
"1","9","Nat Biof","Stuck",1,"C4","1-1-C4"
"1","9","Conspecific","Juvenile",1,"C5","1-1-C5"
"1","9","Control","Swimming",1,"C6","1-1-C6"
"1","9","Control","Swimming",1,"D1","1-1-D1"
"1","9","Lab Biof","Stuck",1,"D2","1-1-D2"
"1","9","Conspecific","Juvenile",1,"D3","1-1-D3"
"1","9","Lab Biof","Swimming",1,"D4","1-1-D4"
"1","9","Nat Biof","Swimming",1,"D5","1-1-D5"
"1","9","Conspecific","Missing",1,"D6","1-1-D6"
"1","9","Conspecific","Juvenile",2,"A1","1-2-A1"
"1","9","Control","Swimming",2,"A2","1-2-A2"
"1","9","Control","Swimming",2,"A3","1-2-A3"
"1","9","Nat Biof","Juvenile",2,"A4","1-2-A4"
"1","9","Lab Biof","Juvenile",2,"A5","1-2-A5"
"1","9","Control","Swimming",2,"A6","1-2-A6"
"1","9","Control","Swimming",2,"B1","1-2-B1"
"1","9","Conspecific","Juvenile",2,"B2","1-2-B2"
"1","9","Conspecific","Juvenile",2,"B3","1-2-B3"
"1","9","Nat Biof","Juvenile",2,"B4","1-2-B4"
"1","9","Lab Biof","Juvenile",2,"B5","1-2-B5"
"1","9","Conspecific","Juvenile",2,"B6","1-2-B6"
"1","9","Lab Biof","Swimming",2,"C1","1-2-C1"
"1","9","Nat Biof","Juvenile",2,"C2","1-2-C2"
"1","9","Lab Biof","Juvenile",2,"C3","1-2-C3"
"1","9","Conspecific","Missing",2,"C4","1-2-C4"
"1","9","Control","Swimming",2,"C5","1-2-C5"
"1","9","Nat Biof","Missing",2,"C6","1-2-C6"
"1","9","Lab Biof","Stuck",2,"D1","1-2-D1"
"1","9","Conspecific","Juvenile",2,"D2","1-2-D2"
"1","9","Nat Biof","Juvenile",2,"D3","1-2-D3"
"1","9","Control","Swimming",2,"D4","1-2-D4"
"1","9","Nat Biof","Juvenile",2,"D5","1-2-D5"
"1","9","Lab Biof","Swimming",2,"D6","1-2-D6"
"1","9","Control","Swimming",3,"A1","1-3-A1"
"1","9","Lab Biof","Swimming",3,"A2","1-3-A2"
"1","9","Control","Swimming",3,"A3","1-3-A3"
"1","9","Conspecific","Juvenile",3,"A4","1-3-A4"
"1","9","Control","Swimming",3,"A5","1-3-A5"
"1","9","Nat Biof","Missing",3,"A6","1-3-A6"
"1","9","Nat Biof","Swimming",3,"B1","1-3-B1"
"1","9","Nat Biof","Juvenile",3,"B2","1-3-B2"
"1","9","Nat Biof","Juvenile",3,"B3","1-3-B3"
"1","9","Lab Biof","Swimming",3,"B4","1-3-B4"
"1","9","Conspecific","Juvenile",3,"B5","1-3-B5"
"1","9","Control","Swimming",3,"B6","1-3-B6"
"1","9","Conspecific","Juvenile",3,"C1","1-3-C1"
"1","9","Conspecific","Juvenile",3,"C2","1-3-C2"
"1","9","Lab Biof","Swimming",3,"C3","1-3-C3"
"1","9","Conspecific","Juvenile",3,"C4","1-3-C4"
"1","9","Lab Biof","Juvenile",3,"C5","1-3-C5"
"1","9","Nat Biof","Juvenile",3,"C6","1-3-C6"
"1","9","Control","Swimming",3,"D1","1-3-D1"
"1","9","Lab Biof","Stuck",3,"D2","1-3-D2"
"1","9","Control","Stuck",3,"D3","1-3-D3"
"1","9","Nat Biof","Stuck",3,"D4","1-3-D4"
"1","9","Conspecific","Missing",3,"D5","1-3-D5"
"1","9","Lab Biof","Juvenile",3,"D6","1-3-D6"
"1","9","Control","Swimming",4,"A1","1-4-A1"
"1","9","Lab Biof","Part Meta",4,"A2","1-4-A2"
"1","9","Control","Swimming",4,"A3","1-4-A3"
"1","9","Conspecific","Missing",4,"A4","1-4-A4"
"1","9","Control","Stuck",4,"A5","1-4-A5"
"1","9","Nat Biof","Missing",4,"A6","1-4-A6"
"1","9","Nat Biof","Swimming",4,"B1","1-4-B1"
"1","9","Nat Biof","Missing",4,"B2","1-4-B2"
"1","9","Nat Biof","Juvenile",4,"B3","1-4-B3"
"1","9","Lab Biof","Swimming",4,"B4","1-4-B4"
"1","9","Conspecific","Juvenile",4,"B5","1-4-B5"
"1","9","Control","Part Meta",4,"B6","1-4-B6"
"1","9","Conspecific","Juvenile",4,"C1","1-4-C1"
"1","9","Conspecific","Juvenile",4,"C2","1-4-C2"
"1","9","Lab Biof","Swimming",4,"C3","1-4-C3"
"1","9","Conspecific","Juvenile",4,"C4","1-4-C4"
"1","9","Lab Biof","Stuck",4,"C5","1-4-C5"
"1","9","Nat Biof","Missing",4,"C6","1-4-C6"
"1","9","Control","Swimming",4,"D1","1-4-D1"
"1","9","Lab Biof","Stuck",4,"D2","1-4-D2"
"1","9","Control","Missing",4,"D3","1-4-D3"
"1","9","Nat Biof","Swimming",4,"D4","1-4-D4"
"1","9","Conspecific","Juvenile",4,"D5","1-4-D5"
"1","9","Lab Biof","Stuck",4,"D6","1-4-D6"
"1","9","Lab Biof","Dead",5,"A1","1-5-A1"
"1","9","Nat Biof","Stuck",5,"A2","1-5-A2"
"1","9","Control","Stuck",5,"A3","1-5-A3"
"1","9","Control","Dead",5,"A4","1-5-A4"
"1","9","Nat Biof","Part Meta",5,"A5","1-5-A5"
"1","9","Nat Biof","Juvenile",5,"A6","1-5-A6"
"1","9","Nat Biof","Part Meta",5,"B1","1-5-B1"
"1","9","Control","Swimming",5,"B2","1-5-B2"
"1","9","Lab Biof","Juvenile",5,"B3","1-5-B3"
"1","9","Control","Swimming",5,"B4","1-5-B4"
"1","9","Conspecific","Juvenile",5,"B5","1-5-B5"
"1","9","Nat Biof","Part Meta",5,"B6","1-5-B6"
"1","9","Conspecific","Juvenile",5,"C1","1-5-C1"
"1","9","Lab Biof","Stuck",5,"C2","1-5-C2"
"1","9","Conspecific","Juvenile",5,"C3","1-5-C3"
"1","9","Conspecific","Juvenile",5,"C4","1-5-C4"
"1","9","Lab Biof","Juvenile",5,"C5","1-5-C5"
"1","9","Control","Swimming",5,"C6","1-5-C6"
"1","9","Conspecific","Juvenile",5,"D1","1-5-D1"
"1","9","Lab Biof","Swimming",5,"D2","1-5-D2"
"1","9","Conspecific","Juvenile",5,"D3","1-5-D3"
"1","9","Nat Biof","Stuck",5,"D4","1-5-D4"
"1","9","Lab Biof","Swimming",5,"D5","1-5-D5"
"1","9","Control","Swimming",5,"D6","1-5-D6"
"1","10","Control","Swimming",1,"A1","1-1-A1"
"1","10","Control","Swimming",1,"A2","1-1-A2"
"1","10","Nat Biof","Part Meta",1,"A3","1-1-A3"
"1","10","Lab Biof","Swimming",1,"A4","1-1-A4"
"1","10","Nat Biof","Juvenile",1,"A5","1-1-A5"
"1","10","Lab Biof","Swimming",1,"A6","1-1-A6"
"1","10","Control","Swimming",1,"B1","1-1-B1"
"1","10","Conspecific","Juvenile",1,"B2","1-1-B2"
"1","10","Nat Biof","Juvenile",1,"B3","1-1-B3"
"1","10","Conspecific","Juvenile",1,"B4","1-1-B4"
"1","10","Nat Biof","Juvenile",1,"B5","1-1-B5"
"1","10","Control","Swimming",1,"B6","1-1-B6"
"1","10","Conspecific","Juvenile",1,"C1","1-1-C1"
"1","10","Lab Biof","Part Meta",1,"C2","1-1-C2"
"1","10","Lab Biof","Stuck",1,"C3","1-1-C3"
"1","10","Nat Biof","Stuck",1,"C4","1-1-C4"
"1","10","Conspecific","Juvenile",1,"C5","1-1-C5"
"1","10","Control","Swimming",1,"C6","1-1-C6"
"1","10","Control","Swimming",1,"D1","1-1-D1"
"1","10","Lab Biof","Stuck",1,"D2","1-1-D2"
"1","10","Conspecific","Juvenile",1,"D3","1-1-D3"
"1","10","Lab Biof","Swimming",1,"D4","1-1-D4"
"1","10","Nat Biof","Swimming",1,"D5","1-1-D5"
"1","10","Conspecific","Missing",1,"D6","1-1-D6"
"1","10","Conspecific","Juvenile",2,"A1","1-2-A1"
"1","10","Control","Swimming",2,"A2","1-2-A2"
"1","10","Control","Swimming",2,"A3","1-2-A3"
"1","10","Nat Biof","Juvenile",2,"A4","1-2-A4"
"1","10","Lab Biof","Juvenile",2,"A5","1-2-A5"
"1","10","Control","Swimming",2,"A6","1-2-A6"
"1","10","Control","Swimming",2,"B1","1-2-B1"
"1","10","Conspecific","Juvenile",2,"B2","1-2-B2"
"1","10","Conspecific","Juvenile",2,"B3","1-2-B3"
"1","10","Nat Biof","Juvenile",2,"B4","1-2-B4"
"1","10","Lab Biof","Juvenile",2,"B5","1-2-B5"
"1","10","Conspecific","Juvenile",2,"B6","1-2-B6"
"1","10","Lab Biof","Swimming",2,"C1","1-2-C1"
"1","10","Nat Biof","Juvenile",2,"C2","1-2-C2"
"1","10","Lab Biof","Juvenile",2,"C3","1-2-C3"
"1","10","Conspecific","Missing",2,"C4","1-2-C4"
"1","10","Control","Swimming",2,"C5","1-2-C5"
"1","10","Nat Biof","Juvenile",2,"C6","1-2-C6"
"1","10","Lab Biof","Stuck",2,"D1","1-2-D1"
"1","10","Conspecific","Juvenile",2,"D2","1-2-D2"
"1","10","Nat Biof","Juvenile",2,"D3","1-2-D3"
"1","10","Control","Swimming",2,"D4","1-2-D4"
"1","10","Nat Biof","Juvenile",2,"D5","1-2-D5"
"1","10","Lab Biof","Swimming",2,"D6","1-2-D6"
"1","10","Control","Swimming",3,"A1","1-3-A1"
"1","10","Lab Biof","Swimming",3,"A2","1-3-A2"
"1","10","Control","Swimming",3,"A3","1-3-A3"
"1","10","Conspecific","Juvenile",3,"A4","1-3-A4"
"1","10","Control","Swimming",3,"A5","1-3-A5"
"1","10","Nat Biof","Juvenile",3,"A6","1-3-A6"
"1","10","Nat Biof","Part Meta",3,"B1","1-3-B1"
"1","10","Nat Biof","Juvenile",3,"B2","1-3-B2"
"1","10","Nat Biof","Juvenile",3,"B3","1-3-B3"
"1","10","Lab Biof","Part Meta",3,"B4","1-3-B4"
"1","10","Conspecific","Juvenile",3,"B5","1-3-B5"
"1","10","Control","Stuck",3,"B6","1-3-B6"
"1","10","Conspecific","Juvenile",3,"C1","1-3-C1"
"1","10","Conspecific","Juvenile",3,"C2","1-3-C2"
"1","10","Lab Biof","Swimming",3,"C3","1-3-C3"
"1","10","Conspecific","Juvenile",3,"C4","1-3-C4"
"1","10","Lab Biof","Juvenile",3,"C5","1-3-C5"
"1","10","Nat Biof","Juvenile",3,"C6","1-3-C6"
"1","10","Control","Swimming",3,"D1","1-3-D1"
"1","10","Lab Biof","Stuck",3,"D2","1-3-D2"
"1","10","Control","Stuck",3,"D3","1-3-D3"
"1","10","Nat Biof","Stuck",3,"D4","1-3-D4"
"1","10","Conspecific","Missing",3,"D5","1-3-D5"
"1","10","Lab Biof","Juvenile",3,"D6","1-3-D6"
"1","10","Control","Swimming",4,"A1","1-4-A1"
"1","10","Lab Biof","Part Meta",4,"A2","1-4-A2"
"1","10","Control","Swimming",4,"A3","1-4-A3"
"1","10","Conspecific","Missing",4,"A4","1-4-A4"
"1","10","Control","Stuck",4,"A5","1-4-A5"
"1","10","Nat Biof","Part Meta",4,"A6","1-4-A6"
"1","10","Nat Biof","Swimming",4,"B1","1-4-B1"
"1","10","Nat Biof","Juvenile",4,"B2","1-4-B2"
"1","10","Nat Biof","Juvenile",4,"B3","1-4-B3"
"1","10","Lab Biof","Swimming",4,"B4","1-4-B4"
"1","10","Conspecific","Juvenile",4,"B5","1-4-B5"
"1","10","Control","Part Meta",4,"B6","1-4-B6"
"1","10","Conspecific","Juvenile",4,"C1","1-4-C1"
"1","10","Conspecific","Juvenile",4,"C2","1-4-C2"
"1","10","Lab Biof","Part Meta",4,"C3","1-4-C3"
"1","10","Conspecific","Juvenile",4,"C4","1-4-C4"
"1","10","Lab Biof","Stuck",4,"C5","1-4-C5"
"1","10","Nat Biof","Missing",4,"C6","1-4-C6"
"1","10","Control","Swimming",4,"D1","1-4-D1"
"1","10","Lab Biof","Stuck",4,"D2","1-4-D2"
"1","10","Control","Missing",4,"D3","1-4-D3"
"1","10","Nat Biof","Swimming",4,"D4","1-4-D4"
"1","10","Conspecific","Juvenile",4,"D5","1-4-D5"
"1","10","Lab Biof","Swimming",4,"D6","1-4-D6"
"1","10","Lab Biof","Dead",5,"A1","1-5-A1"
"1","10","Nat Biof","Stuck",5,"A2","1-5-A2"
"1","10","Control","Stuck",5,"A3","1-5-A3"
"1","10","Control","Dead",5,"A4","1-5-A4"
"1","10","Nat Biof","Juvenile",5,"A5","1-5-A5"
"1","10","Nat Biof","Juvenile",5,"A6","1-5-A6"
"1","10","Nat Biof","Missing",5,"B1","1-5-B1"
"1","10","Control","Swimming",5,"B2","1-5-B2"
"1","10","Lab Biof","Juvenile",5,"B3","1-5-B3"
"1","10","Control","Swimming",5,"B4","1-5-B4"
"1","10","Conspecific","Juvenile",5,"B5","1-5-B5"
"1","10","Nat Biof","Juvenile",5,"B6","1-5-B6"
"1","10","Conspecific","Juvenile",5,"C1","1-5-C1"
"1","10","Lab Biof","Stuck",5,"C2","1-5-C2"
"1","10","Conspecific","Juvenile",5,"C3","1-5-C3"
"1","10","Conspecific","Juvenile",5,"C4","1-5-C4"
"1","10","Lab Biof","Juvenile",5,"C5","1-5-C5"
"1","10","Control","Swimming",5,"C6","1-5-C6"
"1","10","Conspecific","Juvenile",5,"D1","1-5-D1"
"1","10","Lab Biof","Swimming",5,"D2","1-5-D2"
"1","10","Conspecific","Juvenile",5,"D3","1-5-D3"
"1","10","Nat Biof","Stuck",5,"D4","1-5-D4"
"1","10","Lab Biof","Part Meta",5,"D5","1-5-D5"
"1","10","Control","Swimming",5,"D6","1-5-D6"
"2","5","Nat Biof","Missing",1,"A1","2-1-A1"
"2","5","Control","Swimming",1,"A2","2-1-A2"
"2","5","Lab Biof","Swimming",1,"A3","2-1-A3"
"2","5","Lab Biof","Swimming",1,"A4","2-1-A4"
"2","5","Conspecific","Missing",1,"A5","2-1-A5"
"2","5","Conspecific","Juvenile",1,"A6","2-1-A6"
"2","5","Lab Biof","Swimming",1,"B1","2-1-B1"
"2","5","Control","Swimming",1,"B2","2-1-B2"
"2","5","Lab Biof","Stuck",1,"B3","2-1-B3"
"2","5","Nat Biof","Swimming",1,"B4","2-1-B4"
"2","5","Control","Swimming",1,"B5","2-1-B5"
"2","5","Nat Biof","Swimming",1,"B6","2-1-B6"
"2","5","Lab Biof","Stuck",1,"C1","2-1-C1"
"2","5","Conspecific","Juvenile",1,"C2","2-1-C2"
"2","5","Conspecific","Missing",1,"C3","2-1-C3"
"2","5","Nat Biof","Juvenile",1,"C4","2-1-C4"
"2","5","Control","Missing",1,"C5","2-1-C5"
"2","5","Nat Biof","Swimming",1,"C6","2-1-C6"
"2","5","Lab Biof","Swimming",1,"D1","2-1-D1"
"2","5","Nat Biof","Swimming",1,"D2","2-1-D2"
"2","5","Conspecific","Missing",1,"D3","2-1-D3"
"2","5","Control","Swimming",1,"D4","2-1-D4"
"2","5","Conspecific","Juvenile",1,"D5","2-1-D5"
"2","5","Control","Swimming",1,"D6","2-1-D6"
"2","5","Control","Missing",2,"A1","2-2-A1"
"2","5","Nat Biof","Swimming",2,"A2","2-2-A2"
"2","5","Lab Biof","Swimming",2,"A3","2-2-A3"
"2","5","Nat Biof","Stuck",2,"A4","2-2-A4"
"2","5","Control","Swimming",2,"A5","2-2-A5"
"2","5","Lab Biof","Missing",2,"A6","2-2-A6"
"2","5","Conspecific","Missing",2,"B1","2-2-B1"
"2","5","Control","Stuck",2,"B2","2-2-B2"
"2","5","Nat Biof","Stuck",2,"B3","2-2-B3"
"2","5","Nat Biof","Stuck",2,"B4","2-2-B4"
"2","5","Control","Swimming",2,"B5","2-2-B5"
"2","5","Control","Swimming",2,"B6","2-2-B6"
"2","5","Conspecific","Missing",2,"C1","2-2-C1"
"2","5","Conspecific","Swimming",2,"C2","2-2-C2"
"2","5","Lab Biof","Missing",2,"C3","2-2-C3"
"2","5","Nat Biof","Stuck",2,"C4","2-2-C4"
"2","5","Conspecific","Swimming",2,"C5","2-2-C5"
"2","5","Lab Biof","Stuck",2,"C6","2-2-C6"
"2","5","Control","Stuck",2,"D1","2-2-D1"
"2","5","Nat Biof","Missing",2,"D2","2-2-D2"
"2","5","Conspecific","Missing",2,"D3","2-2-D3"
"2","5","Lab Biof","Swimming",2,"D4","2-2-D4"
"2","5","Conspecific","Juvenile",2,"D5","2-2-D5"
"2","5","Lab Biof","Stuck",2,"D6","2-2-D6"
"2","5","Control","Swimming",3,"A1","2-3-A1"
"2","5","Lab Biof","Swimming",3,"A2","2-3-A2"
"2","5","Conspecific","Swimming",3,"A3","2-3-A3"
"2","5","Nat Biof","Missing",3,"A4","2-3-A4"
"2","5","Nat Biof","Stuck",3,"A5","2-3-A5"
"2","5","Nat Biof","Missing",3,"A6","2-3-A6"
"2","5","Nat Biof","Swimming",3,"B1","2-3-B1"
"2","5","Conspecific","Juvenile",3,"B2","2-3-B2"
"2","5","Nat Biof","Juvenile",3,"B3","2-3-B3"
"2","5","Conspecific","Swimming",3,"B4","2-3-B4"
"2","5","Control","Swimming",3,"B5","2-3-B5"
"2","5","Lab Biof","Stuck",3,"B6","2-3-B6"
"2","5","Lab Biof","Stuck",3,"C1","2-3-C1"
"2","5","Control","Missing",3,"C2","2-3-C2"
"2","5","Control","Swimming",3,"C3","2-3-C3"
"2","5","Control","Swimming",3,"C4","2-3-C4"
"2","5","Conspecific","Juvenile",3,"C5","2-3-C5"
"2","5","Nat Biof","Swimming",3,"C6","2-3-C6"
"2","5","Lab Biof","Stuck",3,"D1","2-3-D1"
"2","5","Lab Biof","Swimming",3,"D2","2-3-D2"
"2","5","Conspecific","Swimming",3,"D3","2-3-D3"
"2","5","Lab Biof","Swimming",3,"D4","2-3-D4"
"2","5","Conspecific","Juvenile",3,"D5","2-3-D5"
"2","5","Control","Swimming",3,"D6","2-3-D6"
"2","5","Control","Stuck",4,"A1","2-4-A1"
"2","5","Control","Missing",4,"A2","2-4-A2"
"2","5","Conspecific","Swimming",4,"A3","2-4-A3"
"2","5","Lab Biof","Stuck",4,"A4","2-4-A4"
"2","5","Lab Biof","Swimming",4,"A5","2-4-A5"
"2","5","Conspecific","Missing",4,"A6","2-4-A6"
"2","5","Conspecific","Missing",4,"B1","2-4-B1"
"2","5","Nat Biof","Stuck",4,"B2","2-4-B2"
"2","5","Nat Biof","Stuck",4,"B3","2-4-B3"
"2","5","Conspecific","Missing",4,"B4","2-4-B4"
"2","5","Lab Biof","Stuck",4,"B5","2-4-B5"
"2","5","Conspecific","Missing",4,"B6","2-4-B6"
"2","5","Conspecific","Stuck",4,"C1","2-4-C1"
"2","5","Lab Biof","Stuck",4,"C2","2-4-C2"
"2","5","Lab Biof","Missing",4,"C3","2-4-C3"
"2","5","Control","Swimming",4,"C4","2-4-C4"
"2","5","Control","Stuck",4,"C5","2-4-C5"
"2","5","Control","Missing",4,"C6","2-4-C6"
"2","5","Control","Missing",4,"D1","2-4-D1"
"2","5","Nat Biof","Juvenile",4,"D2","2-4-D2"
"2","5","Nat Biof","Missing",4,"D3","2-4-D3"
"2","5","Nat Biof","Missing",4,"D4","2-4-D4"
"2","5","Nat Biof","Swimming",4,"D5","2-4-D5"
"2","5","Lab Biof","Missing",4,"D6","2-4-D6"
"2","5","Nat Biof","Missing",5,"A1","2-5-A1"
"2","5","Control","Stuck",5,"A2","2-5-A2"
"2","5","Control","Missing",5,"A3","2-5-A3"
"2","5","Lab Biof","Stuck",5,"A4","2-5-A4"
"2","5","Conspecific","Stuck",5,"A5","2-5-A5"
"2","5","Nat Biof","Missing",5,"A6","2-5-A6"
"2","5","Control","Missing",5,"B1","2-5-B1"
"2","5","Conspecific","Missing",5,"B2","2-5-B2"
"2","5","Conspecific","Missing",5,"B3","2-5-B3"
"2","5","Lab Biof","Swimming",5,"B4","2-5-B4"
"2","5","Lab Biof","Swimming",5,"B5","2-5-B5"
"2","5","Nat Biof","Swimming",5,"B6","2-5-B6"
"2","5","Control","Swimming",5,"C1","2-5-C1"
"2","5","Nat Biof","Swimming",5,"C2","2-5-C2"
"2","5","Lab Biof","Swimming",5,"C3","2-5-C3"
"2","5","Conspecific","Stuck",5,"C4","2-5-C4"
"2","5","Control","Swimming",5,"C5","2-5-C5"
"2","5","Lab Biof","Missing",5,"C6","2-5-C6"
"2","5","Conspecific","Missing",5,"D1","2-5-D1"
"2","5","Nat Biof","Missing",5,"D2","2-5-D2"
"2","5","Conspecific","Missing",5,"D3","2-5-D3"
"2","5","Control","Swimming",5,"D4","2-5-D4"
"2","5","Nat Biof","Stuck",5,"D5","2-5-D5"
"2","5","Lab Biof","Swimming",5,"D6","2-5-D6"
"2","5","Control","Swimming",6,"A1","2-6-A1"
"2","5","Lab Biof","Swimming",6,"A2","2-6-A2"
"2","5","Control","Stuck",6,"A3","2-6-A3"
"2","5","Control","Stuck",6,"A4","2-6-A4"
"2","5","Control","Swimming",6,"A5","2-6-A5"
"2","5","Conspecific","Missing",6,"A6","2-6-A6"
"2","5","Control","Swimming",6,"B1","2-6-B1"
"2","5","Lab Biof","Missing",6,"B2","2-6-B2"
"2","5","Nat Biof","Juvenile",6,"B3","2-6-B3"
"2","5","Nat Biof","Stuck",6,"B4","2-6-B4"
"2","5","Nat Biof","Missing",6,"B5","2-6-B5"
"2","5","Nat Biof","Missing",6,"B6","2-6-B6"
"2","5","Lab Biof","Stuck",6,"C1","2-6-C1"
"2","5","Conspecific","Juvenile",6,"C2","2-6-C2"
"2","5","Control","Stuck",6,"C3","2-6-C3"
"2","5","Conspecific","Missing",6,"C4","2-6-C4"
"2","5","Nat Biof","Stuck",6,"C5","2-6-C5"
"2","5","Lab Biof","Stuck",6,"C6","2-6-C6"
"2","5","Lab Biof","Stuck",6,"D1","2-6-D1"
"2","5","Conspecific","Missing",6,"D2","2-6-D2"
"2","5","Lab Biof","Stuck",6,"D3","2-6-D3"
"2","5","Conspecific","Missing",6,"D4","2-6-D4"
"2","5","Nat Biof","Swimming",6,"D5","2-6-D5"
"2","5","Conspecific","Juvenile",6,"D6","2-6-D6"
"2","6","Nat Biof","Juvenile",1,"A1","2-1-A1"
"2","6","Control","Swimming",1,"A2","2-1-A2"
"2","6","Lab Biof","Swimming",1,"A3","2-1-A3"
"2","6","Lab Biof","Swimming",1,"A4","2-1-A4"
"2","6","Conspecific","Missing",1,"A5","2-1-A5"
"2","6","Conspecific","Juvenile",1,"A6","2-1-A6"
"2","6","Lab Biof","Stuck",1,"B1","2-1-B1"
"2","6","Control","Swimming",1,"B2","2-1-B2"
"2","6","Lab Biof","Stuck",1,"B3","2-1-B3"
"2","6","Nat Biof","Swimming",1,"B4","2-1-B4"
"2","6","Control","Swimming",1,"B5","2-1-B5"
"2","6","Nat Biof","Juvenile",1,"B6","2-1-B6"
"2","6","Lab Biof","Swimming",1,"C1","2-1-C1"
"2","6","Conspecific","Juvenile",1,"C2","2-1-C2"
"2","6","Conspecific","Juvenile",1,"C3","2-1-C3"
"2","6","Nat Biof","Juvenile",1,"C4","2-1-C4"
"2","6","Control","Stuck",1,"C5","2-1-C5"
"2","6","Nat Biof","Swimming",1,"C6","2-1-C6"
"2","6","Lab Biof","Swimming",1,"D1","2-1-D1"
"2","6","Nat Biof","Missing",1,"D2","2-1-D2"
"2","6","Conspecific","Missing",1,"D3","2-1-D3"
"2","6","Control","Swimming",1,"D4","2-1-D4"
"2","6","Conspecific","Juvenile",1,"D5","2-1-D5"
"2","6","Control","Swimming",1,"D6","2-1-D6"
"2","6","Control","Dead",2,"A1","2-2-A1"
"2","6","Nat Biof","Part Meta",2,"A2","2-2-A2"
"2","6","Lab Biof","Swimming",2,"A3","2-2-A3"
"2","6","Nat Biof","Juvenile",2,"A4","2-2-A4"
"2","6","Control","Dead",2,"A5","2-2-A5"
"2","6","Lab Biof","Stuck",2,"A6","2-2-A6"
"2","6","Conspecific","Juvenile",2,"B1","2-2-B1"
"2","6","Control","Stuck",2,"B2","2-2-B2"
"2","6","Nat Biof","Juvenile",2,"B3","2-2-B3"
"2","6","Nat Biof","Missing",2,"B4","2-2-B4"
"2","6","Control","Swimming",2,"B5","2-2-B5"
"2","6","Control","Swimming",2,"B6","2-2-B6"
"2","6","Conspecific","Juvenile",2,"C1","2-2-C1"
"2","6","Conspecific","Juvenile",2,"C2","2-2-C2"
"2","6","Lab Biof","Stuck",2,"C3","2-2-C3"
"2","6","Nat Biof","Juvenile",2,"C4","2-2-C4"
"2","6","Conspecific","Swimming",2,"C5","2-2-C5"
"2","6","Lab Biof","Stuck",2,"C6","2-2-C6"
"2","6","Control","Dead",2,"D1","2-2-D1"
"2","6","Nat Biof","Stuck",2,"D2","2-2-D2"
"2","6","Conspecific","Swimming",2,"D3","2-2-D3"
"2","6","Lab Biof","Swimming",2,"D4","2-2-D4"
"2","6","Conspecific","Juvenile",2,"D5","2-2-D5"
"2","6","Lab Biof","Stuck",2,"D6","2-2-D6"
"2","6","Control","Stuck",3,"A1","2-3-A1"
"2","6","Lab Biof","Swimming",3,"A2","2-3-A2"
"2","6","Conspecific","Swimming",3,"A3","2-3-A3"
"2","6","Nat Biof","Stuck",3,"A4","2-3-A4"
"2","6","Nat Biof","Juvenile",3,"A5","2-3-A5"
"2","6","Nat Biof","Swimming",3,"A6","2-3-A6"
"2","6","Nat Biof","Juvenile",3,"B1","2-3-B1"
"2","6","Conspecific","Juvenile",3,"B2","2-3-B2"
"2","6","Nat Biof","Juvenile",3,"B3","2-3-B3"
"2","6","Conspecific","Swimming",3,"B4","2-3-B4"
"2","6","Control","Stuck",3,"B5","2-3-B5"
"2","6","Lab Biof","Missing",3,"B6","2-3-B6"
"2","6","Lab Biof","Swimming",3,"C1","2-3-C1"
"2","6","Control","Missing",3,"C2","2-3-C2"
"2","6","Control","Stuck",3,"C3","2-3-C3"
"2","6","Control","Swimming",3,"C4","2-3-C4"
"2","6","Conspecific","Juvenile",3,"C5","2-3-C5"
"2","6","Nat Biof","Stuck",3,"C6","2-3-C6"
"2","6","Lab Biof","Swimming",3,"D1","2-3-D1"
